"행정구역분류 총괄표",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2010.4.1","행정구역명","2010.1.1","행정구역명","2009.10.1","행정구역명","2009.7.1","행정구역명","2009.4.1","행정구역명","2009.1.1","행정구역명","2008.10.1","행정구역명","2008.7.1","행정구역명","2008.4.1","행정구역명","2008.1.1","행정구역명","2007.10.1","행정구역명","2007.7.1","행정구역명","2007.4.1","행정구역명","2007.1.1","행정구역명","2006.10.1","행정구역명","2006.7.1","행정구역명","2006.4.1","행정구역명","2006.1.1","행정구역명","2005.10.1","행정구역명","2005.7.1","행정구역명","2005.4.1","행정구역명","2005.1.1","행정구역명","2004.10.1","행정구역명","2004.7.1","행정구역명","2004.4.1","행정구역명","2004.1.1","행정구역명","2003.10.1","행정구역명","2003.7.1","행정구역명","2003.4.1","행정구역명","2003.1.1","행정구역명",,"2002.12.31","행정구역명","2002.10.1","행정구역명","2002.7.1","행정구역명","2002.4.1","행정구역명","2002.1.1","행정구역명",,"2001.1. 1","행정구역명",,"2000.1. 1","행정구역명",,"99. 1. 1","행정구역명"
3132031,"점동면",3132031,"점동면",3132031,"점동면",3132031,"점동면",3132031,"점동면",3132031,"점동면",3132031,"점동면",3132031,"점동면",3132031,"점동면",3132031,"점동면",3132031,"점동면",3132031,"점동면",3132031,"점동면",3132031,"점동면",3132031,"점동면",3132031,"점동면",3132031,"점동면",3132031,"점동면",3132031,"점동면",3132031,"점동면",3132031,"점동면",3132031,"점동면",3132031,"점동면",3132031,"점동면",3132031,"점동면",3132031,"점동면",3132031,"점동면",3132031,"점동면",3132031,"점동면",3132031,"점동면",,3132031,"점동면",3132031,"점동면",3132031,"점동면",3132031,"점동면",3132031,"점동면",,3132031,"점동면",,3132031,"점동면",,3132031,"점동면"
3132032,"가남면",3132032,"가남면",3132032,"가남면",3132032,"가남면",3132032,"가남면",3132032,"가남면",3132032,"가남면",3132032,"가남면",3132032,"가남면",3132032,"가남면",3132032,"가남면",3132032,"가남면",3132032,"가남면",3132032,"가남면",3132032,"가남면",3132032,"가남면",3132032,"가남면",3132032,"가남면",3132032,"가남면",3132032,"가남면",3132032,"가남면",3132032,"가남면",3132032,"가남면",3132032,"가남면",3132032,"가남면",3132032,"가남면",3132032,"가남면",3132032,"가남면",3132032,"가남면",3132032,"가남면",,3132032,"가남면",3132032,"가남면",3132032,"가남면",3132032,"가남면",3132032,"가남면",,3132032,"가남면",,3132032,"가남면",,3132032,"가남면"
3132033,"능서면",3132033,"능서면",3132033,"능서면",3132033,"능서면",3132033,"능서면",3132033,"능서면",3132033,"능서면",3132033,"능서면",3132033,"능서면",3132033,"능서면",3132033,"능서면",3132033,"능서면",3132033,"능서면",3132033,"능서면",3132033,"능서면",3132033,"능서면",3132033,"능서면",3132033,"능서면",3132033,"능서면",3132033,"능서면",3132033,"능서면",3132033,"능서면",3132033,"능서면",3132033,"능서면",3132033,"능서면",3132033,"능서면",3132033,"능서면",3132033,"능서면",3132033,"능서면",3132033,"능서면",,3132033,"능서면",3132033,"능서면",3132033,"능서면",3132033,"능서면",3132033,"능서면",,3132033,"능서면",,3132033,"능서면",,3132033,"능서면"
3132034,"흥천면",3132034,"흥천면",3132034,"흥천면",3132034,"흥천면",3132034,"흥천면",3132034,"흥천면",3132034,"흥천면",3132034,"흥천면",3132034,"흥천면",3132034,"흥천면",3132034,"흥천면",3132034,"흥천면",3132034,"흥천면",3132034,"흥천면",3132034,"흥천면",3132034,"흥천면",3132034,"흥천면",3132034,"흥천면",3132034,"흥천면",3132034,"흥천면",3132034,"흥천면",3132034,"흥천면",3132034,"흥천면",3132034,"흥천면",3132034,"흥천면",3132034,"흥천면",3132034,"흥천면",3132034,"흥천면",3132034,"흥천면",3132034,"흥천면",,3132034,"흥천면",3132034,"흥천면",3132034,"흥천면",3132034,"흥천면",3132034,"흥천면",,3132034,"흥천면",,3132034,"흥천면",,3132034,"흥천면"
3132035,"금사면",3132035,"금사면",3132035,"금사면",3132035,"금사면",3132035,"금사면",3132035,"금사면",3132035,"금사면",3132035,"금사면",3132035,"금사면",3132035,"금사면",3132035,"금사면",3132035,"금사면",3132035,"금사면",3132035,"금사면",3132035,"금사면",3132035,"금사면",3132035,"금사면",3132035,"금사면",3132035,"금사면",3132035,"금사면",3132035,"금사면",3132035,"금사면",3132035,"금사면",3132035,"금사면",3132035,"금사면",3132035,"금사면",3132035,"금사면",3132035,"금사면",3132035,"금사면",3132035,"금사면",,3132035,"금사면",3132035,"금사면",3132035,"금사면",3132035,"금사면",3132035,"금사면",,3132035,"금사면",,3132035,"금사면",,3132035,"금사면"
3132036,"산북면",3132036,"산북면",3132036,"산북면",3132036,"산북면",3132036,"산북면",3132036,"산북면",3132036,"산북면",3132036,"산북면",3132036,"산북면",3132036,"산북면",3132036,"산북면",3132036,"산북면",3132036,"산북면",3132036,"산북면",3132036,"산북면",3132036,"산북면",3132036,"산북면",3132036,"산북면",3132036,"산북면",3132036,"산북면",3132036,"산북면",3132036,"산북면",3132036,"산북면",3132036,"산북면",3132036,"산북면",3132036,"산북면",3132036,"산북면",3132036,"산북면",3132036,"산북면",3132036,"산북면",,3132036,"산북면",3132036,"산북면",3132036,"산북면",3132036,"산북면",3132036,"산북면",,3132036,"산북면",,3132036,"산북면",,3132036,"산북면"
3132037,"대신면",3132037,"대신면",3132037,"대신면",3132037,"대신면",3132037,"대신면",3132037,"대신면",3132037,"대신면",3132037,"대신면",3132037,"대신면",3132037,"대신면",3132037,"대신면",3132037,"대신면",3132037,"대신면",3132037,"대신면",3132037,"대신면",3132037,"대신면",3132037,"대신면",3132037,"대신면",3132037,"대신면",3132037,"대신면",3132037,"대신면",3132037,"대신면",3132037,"대신면",3132037,"대신면",3132037,"대신면",3132037,"대신면",3132037,"대신면",3132037,"대신면",3132037,"대신면",3132037,"대신면",,3132037,"대신면",3132037,"대신면",3132037,"대신면",3132037,"대신면",3132037,"대신면",,3132037,"대신면",,3132037,"대신면",,3132037,"대신면"
3132038,"북내면",3132038,"북내면",3132038,"북내면",3132038,"북내면",3132038,"북내면",3132038,"북내면",3132038,"북내면",3132038,"북내면",3132038,"북내면",3132038,"북내면",3132038,"북내면",3132038,"북내면",3132038,"북내면",3132038,"북내면",3132038,"북내면",3132038,"북내면",3132038,"북내면",3132038,"북내면",3132038,"북내면",3132038,"북내면",3132038,"북내면",3132038,"북내면",3132038,"북내면",3132038,"북내면",3132038,"북내면",3132038,"북내면",3132038,"북내면",3132038,"북내면",3132038,"북내면",3132038,"북내면",,3132038,"북내면",3132038,"북내면",3132038,"북내면",3132038,"북내면",3132038,"북내면",,3132038,"북내면",,3132038,"북내면",,3132038,"북내면"
3132039,"강천면",3132039,"강천면",3132039,"강천면",3132039,"강천면",3132039,"강천면",3132039,"강천면",3132039,"강천면",3132039,"강천면",3132039,"강천면",3132039,"강천면",3132039,"강천면",3132039,"강천면",3132039,"강천면",3132039,"강천면",3132039,"강천면",3132039,"강천면",3132039,"강천면",3132039,"강천면",3132039,"강천면",3132039,"강천면",3132039,"강천면",3132039,"강천면",3132039,"강천면",3132039,"강천면",3132039,"강천면",3132039,"강천면",3132039,"강천면",3132039,"강천면",3132039,"강천면",3132039,"강천면",,3132039,"강천면",3132039,"강천면",3132039,"강천면",3132039,"강천면",3132039,"강천면",,3132039,"강천면",,3132039,"강천면",,3132039,"강천면"
31350,"연천군",31350,"연천군",31350,"연천군",31350,"연천군",31350,"연천군",31350,"연천군",31350,"연천군",31350,"연천군",31350,"연천군",31350,"연천군",31350,"연천군",31350,"연천군",31350,"연천군",31350,"연천군",31350,"연천군",31350,"연천군",31350,"연천군",31350,"연천군",31350,"연천군",31350,"연천군",31350,"연천군",31350,"연천군",31350,"연천군",31350,"연천군",31350,"연천군",31350,"연천군",31350,"연천군",31350,"연천군",31350,"연천군",31350,"연천군",,31350,"연천군",31350,"연천군",31350,"연천군",31350,"연천군",31350,"연천군",,31350,"연천군",,31350,"연천군",,31350,"연천군"
3135011,"연천읍",3135011,"연천읍",3135011,"연천읍",3135011,"연천읍",3135011,"연천읍",3135011,"연천읍",3135011,"연천읍",3135011,"연천읍",3135011,"연천읍",3135011,"연천읍",3135011,"연천읍",3135011,"연천읍",3135011,"연천읍",3135011,"연천읍",3135011,"연천읍",3135011,"연천읍",3135011,"연천읍",3135011,"연천읍",3135011,"연천읍",3135011,"연천읍",3135011,"연천읍",3135011,"연천읍",3135011,"연천읍",3135011,"연천읍",3135011,"연천읍",3135011,"연천읍",3135011,"연천읍",3135011,"연천읍",3135011,"연천읍",3135011,"연천읍",,3135011,"연천읍",3135011,"연천읍",3135011,"연천읍",3135011,"연천읍",3135011,"연천읍",,3135011,"연천읍",,3135011,"연천읍",,3135011,"연천읍"
3135012,"전곡읍",3135012,"전곡읍",3135012,"전곡읍",3135012,"전곡읍",3135012,"전곡읍",3135012,"전곡읍",3135012,"전곡읍",3135012,"전곡읍",3135012,"전곡읍",3135012,"전곡읍",3135012,"전곡읍",3135012,"전곡읍",3135012,"전곡읍",3135012,"전곡읍",3135012,"전곡읍",3135012,"전곡읍",3135012,"전곡읍",3135012,"전곡읍",3135012,"전곡읍",3135012,"전곡읍",3135012,"전곡읍",3135012,"전곡읍",3135012,"전곡읍",3135012,"전곡읍",3135012,"전곡읍",3135012,"전곡읍",3135012,"전곡읍",3135012,"전곡읍",3135012,"전곡읍",3135012,"전곡읍",,3135012,"전곡읍",3135012,"전곡읍",3135012,"전곡읍",3135012,"전곡읍",3135012,"전곡읍",,3135012,"전곡읍",,3135012,"전곡읍",,3135012,"전곡읍"
3135031,"군남면",3135031,"군남면",3135031,"군남면",3135031,"군남면",3135031,"군남면",3135031,"군남면",3135031,"군남면",3135031,"군남면",3135031,"군남면",3135031,"군남면",3135031,"군남면",3135031,"군남면",3135031,"군남면",3135031,"군남면",3135031,"군남면",3135031,"군남면",3135031,"군남면",3135031,"군남면",3135031,"군남면",3135031,"군남면",3135031,"군남면",3135031,"군남면",3135031,"군남면",3135031,"군남면",3135031,"군남면",3135031,"군남면",3135031,"군남면",3135031,"군남면",3135031,"군남면",3135031,"군남면",,3135031,"군남면",3135031,"군남면",3135031,"군남면",3135031,"군남면",3135031,"군남면",,3135031,"군남면",,3135031,"군남면",,3135031,"군남면"
3135032,"청산면",3135032,"청산면",3135032,"청산면",3135032,"청산면",3135032,"청산면",3135032,"청산면",3135032,"청산면",3135032,"청산면",3135032,"청산면",3135032,"청산면",3135032,"청산면",3135032,"청산면",3135032,"청산면",3135032,"청산면",3135032,"청산면",3135032,"청산면",3135032,"청산면",3135032,"청산면",3135032,"청산면",3135032,"청산면",3135032,"청산면",3135032,"청산면",3135032,"청산면",3135032,"청산면",3135032,"청산면",3135032,"청산면",3135032,"청산면",3135032,"청산면",3135032,"청산면",3135032,"청산면",,3135032,"청산면",3135032,"청산면",3135032,"청산면",3135032,"청산면",3135032,"청산면",,3135032,"청산면",,3135032,"청산면",,3135032,"청산면"
3135033,"백학면",3135033,"백학면",3135033,"백학면",3135033,"백학면",3135033,"백학면",3135033,"백학면",3135033,"백학면",3135033,"백학면",3135033,"백학면",3135033,"백학면",3135033,"백학면",3135033,"백학면",3135033,"백학면",3135033,"백학면",3135033,"백학면",3135033,"백학면",3135033,"백학면",3135033,"백학면",3135033,"백학면",3135033,"백학면",3135033,"백학면",3135033,"백학면",3135033,"백학면",3135033,"백학면",3135033,"백학면",3135033,"백학면",3135033,"백학면",3135033,"백학면",3135033,"백학면",3135033,"백학면",,3135033,"백학면",3135033,"백학면",3135033,"백학면",3135033,"백학면",3135033,"백학면",,3135033,"백학면",,3135033,"백학면",,3135033,"백학면"
3135034,"미산면",3135034,"미산면",3135034,"미산면",3135034,"미산면",3135034,"미산면",3135034,"미산면",3135034,"미산면",3135034,"미산면",3135034,"미산면",3135034,"미산면",3135034,"미산면",3135034,"미산면",3135034,"미산면",3135034,"미산면",3135034,"미산면",3135034,"미산면",3135034,"미산면",3135034,"미산면",3135034,"미산면",3135034,"미산면",3135034,"미산면",3135034,"미산면",3135034,"미산면",3135034,"미산면",3135034,"미산면",3135034,"미산면",3135034,"미산면",3135034,"미산면",3135034,"미산면",3135034,"미산면",,3135034,"미산면",3135034,"미산면",3135034,"미산면",3135034,"미산면",3135034,"미산면",,3135034,"미산면",,3135034,"미산면",,3135034,"미산면"
3135035,"왕징면",3135035,"왕징면",3135035,"왕징면",3135035,"왕징면",3135035,"왕징면",3135035,"왕징면",3135035,"왕징면",3135035,"왕징면",3135035,"왕징면",3135035,"왕징면",3135035,"왕징면",3135035,"왕징면",3135035,"왕징면",3135035,"왕징면",3135035,"왕징면",3135035,"왕징면",3135035,"왕징면",3135035,"왕징면",3135035,"왕징면",3135035,"왕징면",3135035,"왕징면",3135035,"왕징면",3135035,"왕징면",3135035,"왕징면",3135035,"왕징면",3135035,"왕징면",3135035,"왕징면",3135035,"왕징면",3135035,"왕징면",3135035,"왕징면",,3135035,"왕징면",3135035,"왕징면",3135035,"왕징면",3135035,"왕징면",3135035,"왕징면",,3135035,"왕징면",,3135035,"왕징면",,3135035,"왕징면"
3135036,"신서면",3135036,"신서면",3135036,"신서면",3135036,"신서면",3135036,"신서면",3135036,"신서면",3135036,"신서면",3135036,"신서면",3135036,"신서면",3135036,"신서면",3135036,"신서면",3135036,"신서면",3135036,"신서면",3135036,"신서면",3135036,"신서면",3135036,"신서면",3135036,"신서면",3135036,"신서면",3135036,"신서면",3135036,"신서면",3135036,"신서면",3135036,"신서면",3135036,"신서면",3135036,"신서면",3135036,"신서면",3135036,"신서면",3135036,"신서면",3135036,"신서면",3135036,"신서면",3135036,"신서면",,3135036,"신서면",3135036,"신서면",3135036,"신서면",3135036,"신서면",3135036,"신서면",,3135036,"신서면",,3135036,"신서면",,3135036,"신서면"
3135037,"중면",3135037,"중면",3135037,"중면",3135037,"중면",3135037,"중면",3135037,"중면",3135037,"중면",3135037,"중면",3135037,"중면",3135037,"중면",3135037,"중면",3135037,"중면",3135037,"중면",3135037,"중면",3135037,"중면",3135037,"중면",3135037,"중면",3135037,"중면",3135037,"중면",3135037,"중면",3135037,"중면",3135037,"중면",3135037,"중면",3135037,"중면",3135037,"중면",3135037,"중면",3135037,"중면",3135037,"중면",3135037,"중면",3135037,"중면",,3135037,"중면",3135037,"중면",3135037,"중면",3135037,"중면",3135037,"중면",,3135037,"중면",,3135037,"중면",,3135037,"중면"
3135038,"장남면",3135038,"장남면",3135038,"장남면",3135038,"장남면",3135038,"장남면",3135038,"장남면",3135038,"장남면",3135038,"장남면",3135038,"장남면",3135038,"장남면",3135038,"장남면",3135038,"장남면",3135038,"장남면",3135038,"장남면",3135038,"장남면",3135038,"장남면",3135038,"장남면",3135038,"장남면",3135038,"장남면",3135038,"장남면",3135038,"장남면",3135038,"장남면",3135038,"장남면",3135038,"장남면",3135038,"장남면",3135038,"장남면",3135038,"장남면",3135038,"장남면",3135038,"장남면",3135038,"장남면",,3135038,"장남면",3135038,"장남면",3135038,"장남면",3135038,"장남면",3135038,"장남면",,3135038,"장남면",,3135038,"장남면",,3135038,"장남면"
31370,"가평군",31370,"가평군",31370,"가평군",31370,"가평군",31370,"가평군",31370,"가평군",31370,"가평군",31370,"가평군",31370,"가평군",31370,"가평군",31370,"가평군",31370,"가평군",31370,"가평군",31370,"가평군",31370,"가평군",31370,"가평군",31370,"가평군",31370,"가평군",31370,"가평군",31370,"가평군",31370,"가평군",31370,"가평군",31370,"가평군",31370,"가평군",31370,"가평군",31370,"가평군",31370,"가평군",31370,"가평군",31370,"가평군",31370,"가평군",,31370,"가평군",31370,"가평군",31370,"가평군",31370,"가평군",31370,"가평군",,31370,"가평군",,31370,"가평군",,31370,"가평군"
3137011,"가평읍",3137011,"가평읍",3137011,"가평읍",3137011,"가평읍",3137011,"가평읍",3137011,"가평읍",3137011,"가평읍",3137011,"가평읍",3137011,"가평읍",3137011,"가평읍",3137011,"가평읍",3137011,"가평읍",3137011,"가평읍",3137011,"가평읍",3137011,"가평읍",3137011,"가평읍",3137011,"가평읍",3137011,"가평읍",3137011,"가평읍",3137011,"가평읍",3137011,"가평읍",3137011,"가평읍",3137011,"가평읍",3137011,"가평읍",3137011,"가평읍",3137011,"가평읍",3137011,"가평읍",3137011,"가평읍",3137011,"가평읍",3137011,"가평읍",,3137011,"가평읍",3137011,"가평읍",3137011,"가평읍",3137011,"가평읍",3137011,"가평읍",,3137011,"가평읍",,3137011,"가평읍",,3137011,"가평읍"
3137031,"설악면",3137031,"설악면",3137031,"설악면",3137031,"설악면",3137031,"설악면",3137031,"설악면",3137031,"설악면",3137031,"설악면",3137031,"설악면",3137031,"설악면",3137031,"설악면",3137031,"설악면",3137031,"설악면",3137031,"설악면",3137031,"설악면",3137031,"설악면",3137031,"설악면",3137031,"설악면",3137031,"설악면",3137031,"설악면",3137031,"설악면",3137031,"설악면",3137031,"설악면",3137031,"설악면",3137031,"설악면",3137031,"설악면",3137031,"설악면",3137031,"설악면",3137031,"설악면",3137031,"설악면",,3137031,"설악면",3137031,"설악면",3137031,"설악면",3137031,"설악면",3137031,"설악면",,3137031,"설악면",,3137031,"설악면",,3137031,"설악면"
3137032,"청평면",3137032,"청평면",3137032,"청평면",3137032,"청평면",3137032,"청평면",3137032,"청평면",3137032,"청평면",3137032,"청평면",3137032,"청평면",3137032,"청평면",3137032,"청평면",3137032,"청평면",3137032,"청평면",3137032,"청평면",3137032,"청평면",3137032,"청평면",3137032,"청평면",3137032,"청평면",3137032,"청평면",3137032,"청평면",3137032,"청평면",3137032,"청평면",3137032,"외서면",3137032,"외서면",3137032,"외서면",3137032,"외서면",3137032,"외서면",3137032,"외서면",3137032,"외서면",3137032,"외서면",,3137032,"외서면",3137032,"외서면",3137032,"외서면",3137032,"외서면",3137032,"외서면",,3137032,"외서면",,3137032,"외서면",,3137032,"외서면"
3137033,"상면",3137033,"상면",3137033,"상면",3137033,"상면",3137033,"상면",3137033,"상면",3137033,"상면",3137033,"상면",3137033,"상면",3137033,"상면",3137033,"상면",3137033,"상면",3137033,"상면",3137033,"상면",3137033,"상면",3137033,"상면",3137033,"상면",3137033,"상면",3137033,"상면",3137033,"상면",3137033,"상면",3137033,"상면",3137033,"상면",3137033,"상면",3137033,"상면",3137033,"상면",3137033,"상면",3137033,"상면",3137033,"상면",3137033,"상면",,3137033,"상면",3137033,"상면",3137033,"상면",3137033,"상면",3137033,"상면",,3137033,"상면",,3137033,"상면",,3137033,"상면"
3137034,"하면",3137034,"하면",3137034,"하면",3137034,"하면",3137034,"하면",3137034,"하면",3137034,"하면",3137034,"하면",3137034,"하면",3137034,"하면",3137034,"하면",3137034,"하면",3137034,"하면",3137034,"하면",3137034,"하면",3137034,"하면",3137034,"하면",3137034,"하면",3137034,"하면",3137034,"하면",3137034,"하면",3137034,"하면",3137034,"하면",3137034,"하면",3137034,"하면",3137034,"하면",3137034,"하면",3137034,"하면",3137034,"하면",3137034,"하면",,3137034,"하면",3137034,"하면",3137034,"하면",3137034,"하면",3137034,"하면",,3137034,"하면",,3137034,"하면",,3137034,"하면"
3137035,"북면",3137035,"북면",3137035,"북면",3137035,"북면",3137035,"북면",3137035,"북면",3137035,"북면",3137035,"북면",3137035,"북면",3137035,"북면",3137035,"북면",3137035,"북면",3137035,"북면",3137035,"북면",3137035,"북면",3137035,"북면",3137035,"북면",3137035,"북면",3137035,"북면",3137035,"북면",3137035,"북면",3137035,"북면",3137035,"북면",3137035,"북면",3137035,"북면",3137035,"북면",3137035,"북면",3137035,"북면",3137035,"북면",3137035,"북면",,3137035,"북면",3137035,"북면",3137035,"북면",3137035,"북면",3137035,"북면",,3137035,"북면",,3137035,"북면",,3137035,"북면"
31380,"양평군",31380,"양평군",31380,"양평군",31380,"양평군",31380,"양평군",31380,"양평군",31380,"양평군",31380,"양평군",31380,"양평군",31380,"양평군",31380,"양평군",31380,"양평군",31380,"양평군",31380,"양평군",31380,"양평군",31380,"양평군",31380,"양평군",31380,"양평군",31380,"양평군",31380,"양평군",31380,"양평군",31380,"양평군",31380,"양평군",31380,"양평군",31380,"양평군",31380,"양평군",31380,"양평군",31380,"양평군",31380,"양평군",31380,"양평군",,31380,"양평군",31380,"양평군",31380,"양평군",31380,"양평군",31380,"양평군",,31380,"양평군",,31380,"양평군",,31380,"양평군"
3138011,"양평읍",3138011,"양평읍",3138011,"양평읍",3138011,"양평읍",3138011,"양평읍",3138011,"양평읍",3138011,"양평읍",3138011,"양평읍",3138011,"양평읍",3138011,"양평읍",3138011,"양평읍",3138011,"양평읍",3138011,"양평읍",3138011,"양평읍",3138011,"양평읍",3138011,"양평읍",3138011,"양평읍",3138011,"양평읍",3138011,"양평읍",3138011,"양평읍",3138011,"양평읍",3138011,"양평읍",3138011,"양평읍",3138011,"양평읍",3138011,"양평읍",3138011,"양평읍",3138011,"양평읍",3138011,"양평읍",3138011,"양평읍",3138011,"양평읍",,3138011,"양평읍",3138011,"양평읍",3138011,"양평읍",3138011,"양평읍",3138011,"양평읍",,3138011,"양평읍",,3138011,"양평읍",,3138011,"양평읍"
3138031,"강상면",3138031,"강상면",3138031,"강상면",3138031,"강상면",3138031,"강상면",3138031,"강상면",3138031,"강상면",3138031,"강상면",3138031,"강상면",3138031,"강상면",3138031,"강상면",3138031,"강상면",3138031,"강상면",3138031,"강상면",3138031,"강상면",3138031,"강상면",3138031,"강상면",3138031,"강상면",3138031,"강상면",3138031,"강상면",3138031,"강상면",3138031,"강상면",3138031,"강상면",3138031,"강상면",3138031,"강상면",3138031,"강상면",3138031,"강상면",3138031,"강상면",3138031,"강상면",3138031,"강상면",,3138031,"강상면",3138031,"강상면",3138031,"강상면",3138031,"강상면",3138031,"강상면",,3138031,"강상면",,3138031,"강상면",,3138031,"강상면"
3138032,"강하면",3138032,"강하면",3138032,"강하면",3138032,"강하면",3138032,"강하면",3138032,"강하면",3138032,"강하면",3138032,"강하면",3138032,"강하면",3138032,"강하면",3138032,"강하면",3138032,"강하면",3138032,"강하면",3138032,"강하면",3138032,"강하면",3138032,"강하면",3138032,"강하면",3138032,"강하면",3138032,"강하면",3138032,"강하면",3138032,"강하면",3138032,"강하면",3138032,"강하면",3138032,"강하면",3138032,"강하면",3138032,"강하면",3138032,"강하면",3138032,"강하면",3138032,"강하면",3138032,"강하면",,3138032,"강하면",3138032,"강하면",3138032,"강하면",3138032,"강하면",3138032,"강하면",,3138032,"강하면",,3138032,"강하면",,3138032,"강하면"
3138033,"양서면",3138033,"양서면",3138033,"양서면",3138033,"양서면",3138033,"양서면",3138033,"양서면",3138033,"양서면",3138033,"양서면",3138033,"양서면",3138033,"양서면",3138033,"양서면",3138033,"양서면",3138033,"양서면",3138033,"양서면",3138033,"양서면",3138033,"양서면",3138033,"양서면",3138033,"양서면",3138033,"양서면",3138033,"양서면",3138033,"양서면",3138033,"양서면",3138033,"양서면",3138033,"양서면",3138033,"양서면",3138033,"양서면",3138033,"양서면",3138033,"양서면",3138033,"양서면",3138033,"양서면",,3138033,"양서면",3138033,"양서면",3138033,"양서면",3138033,"양서면",3138033,"양서면",,3138033,"양서면",,3138033,"양서면",,3138033,"양서면"
3138034,"옥천면",3138034,"옥천면",3138034,"옥천면",3138034,"옥천면",3138034,"옥천면",3138034,"옥천면",3138034,"옥천면",3138034,"옥천면",3138034,"옥천면",3138034,"옥천면",3138034,"옥천면",3138034,"옥천면",3138034,"옥천면",3138034,"옥천면",3138034,"옥천면",3138034,"옥천면",3138034,"옥천면",3138034,"옥천면",3138034,"옥천면",3138034,"옥천면",3138034,"옥천면",3138034,"옥천면",3138034,"옥천면",3138034,"옥천면",3138034,"옥천면",3138034,"옥천면",3138034,"옥천면",3138034,"옥천면",3138034,"옥천면",3138034,"옥천면",,3138034,"옥천면",3138034,"옥천면",3138034,"옥천면",3138034,"옥천면",3138034,"옥천면",,3138034,"옥천면",,3138034,"옥천면",,3138034,"옥천면"
3138035,"서종면",3138035,"서종면",3138035,"서종면",3138035,"서종면",3138035,"서종면",3138035,"서종면",3138035,"서종면",3138035,"서종면",3138035,"서종면",3138035,"서종면",3138035,"서종면",3138035,"서종면",3138035,"서종면",3138035,"서종면",3138035,"서종면",3138035,"서종면",3138035,"서종면",3138035,"서종면",3138035,"서종면",3138035,"서종면",3138035,"서종면",3138035,"서종면",3138035,"서종면",3138035,"서종면",3138035,"서종면",3138035,"서종면",3138035,"서종면",3138035,"서종면",3138035,"서종면",3138035,"서종면",,3138035,"서종면",3138035,"서종면",3138035,"서종면",3138035,"서종면",3138035,"서종면",,3138035,"서종면",,3138035,"서종면",,3138035,"서종면"
3138036,"단월면",3138036,"단월면",3138036,"단월면",3138036,"단월면",3138036,"단월면",3138036,"단월면",3138036,"단월면",3138036,"단월면",3138036,"단월면",3138036,"단월면",3138036,"단월면",3138036,"단월면",3138036,"단월면",3138036,"단월면",3138036,"단월면",3138036,"단월면",3138036,"단월면",3138036,"단월면",3138036,"단월면",3138036,"단월면",3138036,"단월면",3138036,"단월면",3138036,"단월면",3138036,"단월면",3138036,"단월면",3138036,"단월면",3138036,"단월면",3138036,"단월면",3138036,"단월면",3138036,"단월면",,3138036,"단월면",3138036,"단월면",3138036,"단월면",3138036,"단월면",3138036,"단월면",,3138036,"단월면",,3138036,"단월면",,3138036,"단월면"
3138037,"청운면",3138037,"청운면",3138037,"청운면",3138037,"청운면",3138037,"청운면",3138037,"청운면",3138037,"청운면",3138037,"청운면",3138037,"청운면",3138037,"청운면",3138037,"청운면",3138037,"청운면",3138037,"청운면",3138037,"청운면",3138037,"청운면",3138037,"청운면",3138037,"청운면",3138037,"청운면",3138037,"청운면",3138037,"청운면",3138037,"청운면",3138037,"청운면",3138037,"청운면",3138037,"청운면",3138037,"청운면",3138037,"청운면",3138037,"청운면",3138037,"청운면",3138037,"청운면",3138037,"청운면",,3138037,"청운면",3138037,"청운면",3138037,"청운면",3138037,"청운면",3138037,"청운면",,3138037,"청운면",,3138037,"청운면",,3138037,"청운면"
3138038,"양동면",3138038,"양동면",3138038,"양동면",3138038,"양동면",3138038,"양동면",3138038,"양동면",3138038,"양동면",3138038,"양동면",3138038,"양동면",3138038,"양동면",3138038,"양동면",3138038,"양동면",3138038,"양동면",3138038,"양동면",3138038,"양동면",3138038,"양동면",3138038,"양동면",3138038,"양동면",3138038,"양동면",3138038,"양동면",3138038,"양동면",3138038,"양동면",3138038,"양동면",3138038,"양동면",3138038,"양동면",3138038,"양동면",3138038,"양동면",3138038,"양동면",3138038,"양동면",3138038,"양동면",,3138038,"양동면",3138038,"양동면",3138038,"양동면",3138038,"양동면",3138038,"양동면",,3138038,"양동면",,3138038,"양동면",,3138038,"양동면"
3138039,"지평면",3138039,"지평면",3138039,"지평면",3138039,"지평면",3138039,"지평면",3138039,"지평면",3138039,"지평면",3138039,"지평면",3138039,"지평면",3138039,"지평면",3138039,"지평면",3138039,"지평면",3138039,"지평면",3138039,"지평면",3138039,"지제면",3138039,"지제면",3138039,"지제면",3138039,"지제면",3138039,"지제면",3138039,"지제면",3138039,"지제면",3138039,"지제면",3138039,"지제면",3138039,"지제면",3138039,"지제면",3138039,"지제면",3138039,"지제면",3138039,"지제면",3138039,"지제면",3138039,"지제면",,3138039,"지제면",3138039,"지제면",3138039,"지제면",3138039,"지제면",3138039,"지제면",,3138039,"지제면",,3138039,"지제면",,3138039,"지제면"
