"총조사인구 총괄(시군구/성/5세연령별)"

"C행정구역별","행정구역별","C연령별","연령별","시점","인구 (명)","남자 (명)","여자 (명)","성비(명) (%)"
'31130," 남양주시",'15,"10 - 14세",2010,38531,19615,18916,103.70
'31130," 남양주시",'20,"15 - 19세",2010,34608,18072,16536,109.30
'31130," 남양주시",'25,"20 - 24세",2010,26087,13951,12136,115.00
'31130," 남양주시",'30,"25 - 29세",2010,31864,15586,16278,95.70
'31130," 남양주시",'35,"30 - 34세",2010,43045,20324,22721,89.50
'31130," 남양주시",'40,"35 - 39세",2010,55001,27426,27575,99.50
'31130," 남양주시",'45,"40 - 44세",2010,50800,26249,24551,106.90
'31130," 남양주시",'50,"45 - 49세",2010,44299,22921,21378,107.20
'31130," 남양주시",'55,"50 - 54세",2010,37671,19049,18622,102.30
'31130," 남양주시",'60,"55 - 59세",2010,26673,13007,13666,95.20
'31130," 남양주시",'65,"60 - 64세",2010,21341,10128,11213,90.30
'31130," 남양주시",'70,"65 - 69세",2010,18307,8432,9875,85.40
'31130," 남양주시",'75,"70 - 74세",2010,14819,6643,8176,81.30
'31130," 남양주시",'80,"75 - 79세",2010,9002,3599,5403,66.60
'31130," 남양주시",'85,"80 - 84세",2010,4750,1563,3187,49.00
'31130," 남양주시",'90,"85세이상",2010,3050,863,2187,39.50
'31130," 남양주시",'96,"15세미만",2010,105322,54108,51214,105.70
'31130," 남양주시",'97,"15 - 64세",2010,371389,186713,184676,101.10
'31130," 남양주시",'98,"65세이상",2010,49928,21100,28828,73.20
'31130," 남양주시",'99,"평균연령",2010,36.3,35.4,37.2,
'31130," 남양주시",'9A,"연령중위수",2010,37.1,36.8,37.5,
'31140," 오산시",'00,"계",2010,180996,92124,88872,103.70
'31140," 오산시",'05,"0 - 4세",2010,13421,6868,6553,104.80
'31140," 오산시",'10,"5 - 9세",2010,11900,6051,5849,103.50
'31140," 오산시",'15,"10 - 14세",2010,12297,6308,5989,105.30
'31140," 오산시",'20,"15 - 19세",2010,11051,5631,5420,103.90
'31140," 오산시",'25,"20 - 24세",2010,11159,5413,5746,94.20
'31140," 오산시",'30,"25 - 29세",2010,17720,9046,8674,104.30
'31140," 오산시",'35,"30 - 34세",2010,20766,10947,9819,111.50
'31140," 오산시",'40,"35 - 39세",2010,19892,10465,9427,111.00
'31140," 오산시",'45,"40 - 44세",2010,16281,8638,7643,113.00
'31140," 오산시",'50,"45 - 49세",2010,13402,7135,6267,113.90
'31140," 오산시",'55,"50 - 54세",2010,10506,5428,5078,106.90
'31140," 오산시",'60,"55 - 59세",2010,6665,3362,3303,101.80
'31140," 오산시",'65,"60 - 64세",2010,4907,2376,2531,93.90
'31140," 오산시",'70,"65 - 69세",2010,3960,1753,2207,79.40
'31140," 오산시",'75,"70 - 74세",2010,3291,1423,1868,76.20
'31140," 오산시",'80,"75 - 79세",2010,2071,808,1263,64.00
'31140," 오산시",'85,"80 - 84세",2010,1059,317,742,42.70
'31140," 오산시",'90,"85세이상",2010,648,155,493,31.40
'31140," 오산시",'96,"15세미만",2010,37618,19227,18391,104.50
'31140," 오산시",'97,"15 - 64세",2010,132349,68441,63908,107.10
'31140," 오산시",'98,"65세이상",2010,11029,4456,6573,67.80
'31140," 오산시",'99,"평균연령",2010,33.2,32.7,33.7,
'31140," 오산시",'9A,"연령중위수",2010,33.1,33.0,33.1,
'31150," 시흥시",'00,"계",2010,393293,205262,188031,109.20
'31150," 시흥시",'05,"0 - 4세",2010,22788,11525,11263,102.30
'31150," 시흥시",'10,"5 - 9세",2010,24561,12721,11840,107.40
'31150," 시흥시",'15,"10 - 14세",2010,31295,16099,15196,105.90
'31150," 시흥시",'20,"15 - 19세",2010,30911,16528,14383,114.90
'31150," 시흥시",'25,"20 - 24세",2010,24229,13157,11072,118.80
'31150," 시흥시",'30,"25 - 29세",2010,28918,15982,12936,123.50
'31150," 시흥시",'35,"30 - 34세",2010,35096,18849,16247,116.00
'31150," 시흥시",'40,"35 - 39세",2010,41661,21802,19859,109.80
'31150," 시흥시",'45,"40 - 44세",2010,42736,22256,20480,108.70
'31150," 시흥시",'50,"45 - 49세",2010,37454,20424,17030,119.90
'31150," 시흥시",'55,"50 - 54세",2010,25479,14232,11247,126.50
'31150," 시흥시",'60,"55 - 59세",2010,13795,7350,6445,114.00
'31150," 시흥시",'65,"60 - 64세",2010,9783,4822,4961,97.20
'31150," 시흥시",'70,"65 - 69세",2010,8051,3566,4485,79.50
'31150," 시흥시",'75,"70 - 74세",2010,7328,2947,4381,67.30
'31150," 시흥시",'80,"75 - 79세",2010,4963,1817,3146,57.80
'31150," 시흥시",'85,"80 - 84세",2010,2615,757,1858,40.70
'31150," 시흥시",'90,"85세이상",2010,1630,428,1202,35.60
'31150," 시흥시",'96,"15세미만",2010,78644,40345,38299,105.30
'31150," 시흥시",'97,"15 - 64세",2010,290062,155402,134660,115.40
'31150," 시흥시",'98,"65세이상",2010,24587,9515,15072,63.10
'31150," 시흥시",'99,"평균연령",2010,34.0,33.4,34.6,
'31150," 시흥시",'9A,"연령중위수",2010,34.8,34.4,35.3,
'31160," 군포시",'00,"계",2010,274198,136179,138019,98.70
'31160," 군포시",'05,"0 - 4세",2010,15639,8017,7622,105.20
'31160," 군포시",'10,"5 - 9세",2010,15327,7891,7436,106.10
'31160," 군포시",'15,"10 - 14세",2010,18732,9739,8993,108.30
'31160," 군포시",'20,"15 - 19세",2010,19595,10387,9208,112.80
'31160," 군포시",'25,"20 - 24세",2010,17534,9086,8448,107.60
'31160," 군포시",'30,"25 - 29세",2010,20908,10346,10562,98.00
'31160," 군포시",'35,"30 - 34세",2010,23865,11781,12084,97.50
'31160," 군포시",'40,"35 - 39세",2010,26602,13138,13464,97.60
'31160," 군포시",'45,"40 - 44세",2010,25433,12570,12863,97.70
'31160," 군포시",'50,"45 - 49세",2010,25123,12323,12800,96.30
'31160," 군포시",'55,"50 - 54세",2010,21967,11112,10855,102.40
'31160," 군포시",'60,"55 - 59세",2010,12964,6656,6308,105.50
'31160," 군포시",'65,"60 - 64세",2010,8927,4468,4459,100.20
'31160," 군포시",'70,"65 - 69세",2010,7115,3262,3853,84.70
'31160," 군포시",'75,"70 - 74세",2010,6081,2484,3597,69.10
'31160," 군포시",'80,"75 - 79세",2010,4400,1673,2727,61.30
'31160," 군포시",'85,"80 - 84세",2010,2497,863,1634,52.80
'31160," 군포시",'90,"85세이상",2010,1489,383,1106,34.60
'31160," 군포시",'96,"15세미만",2010,49698,25647,24051,106.60
'31160," 군포시",'97,"15 - 64세",2010,202918,101867,101051,100.80
'31160," 군포시",'98,"65세이상",2010,21582,8665,12917,67.10
'31160," 군포시",'99,"평균연령",2010,35.7,34.8,36.6,
'31160," 군포시",'9A,"연령중위수",2010,36.1,35.3,36.8,
'31170," 의왕시",'00,"계",2010,143378,71569,71809,99.70
'31170," 의왕시",'05,"0 - 4세",2010,7399,3820,3579,106.70
'31170," 의왕시",'10,"5 - 9세",2010,7710,3957,3753,105.40
'31170," 의왕시",'15,"10 - 14세",2010,9584,4893,4691,104.30
'31170," 의왕시",'20,"15 - 19세",2010,10893,5603,5290,105.90
'31170," 의왕시",'25,"20 - 24세",2010,9322,4881,4441,109.90
'31170," 의왕시",'30,"25 - 29세",2010,10309,5374,4935,108.90
'31170," 의왕시",'35,"30 - 34세",2010,10976,5538,5438,101.80
'31170," 의왕시",'40,"35 - 39세",2010,12914,6400,6514,98.20
'31170," 의왕시",'45,"40 - 44세",2010,13142,6557,6585,99.60
'31170," 의왕시",'50,"45 - 49세",2010,13475,6535,6940,94.20
'31170," 의왕시",'55,"50 - 54세",2010,12416,6320,6096,103.70
'31170," 의왕시",'60,"55 - 59세",2010,7857,4101,3756,109.20
'31170," 의왕시",'65,"60 - 64세",2010,5356,2688,2668,100.70
'31170," 의왕시",'70,"65 - 69세",2010,4053,1944,2109,92.20
'31170," 의왕시",'75,"70 - 74세",2010,3354,1433,1921,74.60
'31170," 의왕시",'80,"75 - 79세",2010,2379,888,1491,59.60
'31170," 의왕시",'85,"80 - 84세",2010,1319,402,917,43.80
'31170," 의왕시",'90,"85세이상",2010,920,235,685,34.30
'31170," 의왕시",'96,"15세미만",2010,24693,12670,12023,105.40
'31170," 의왕시",'97,"15 - 64세",2010,106660,53997,52663,102.50
'31170," 의왕시",'98,"65세이상",2010,12025,4902,7123,68.80
'31170," 의왕시",'99,"평균연령",2010,36.6,35.7,37.5,
'31170," 의왕시",'9A,"연령중위수",2010,37.3,36.5,38.0,
'31180," 하남시",'00,"계",2010,137569,69365,68204,101.70
'31180," 하남시",'05,"0 - 4세",2010,6850,3559,3291,108.10
'31180," 하남시",'10,"5 - 9세",2010,6835,3591,3244,110.70
'31180," 하남시",'15,"10 - 14세",2010,8359,4314,4045,106.70
'31180," 하남시",'20,"15 - 19세",2010,8848,4662,4186,111.40
'31180," 하남시",'25,"20 - 24세",2010,8237,4339,3898,111.30
'31180," 하남시",'30,"25 - 29세",2010,10611,5542,5069,109.30
'31180," 하남시",'35,"30 - 34세",2010,11063,5649,5414,104.30
'31180," 하남시",'40,"35 - 39세",2010,12231,6276,5955,105.40
'31180," 하남시",'45,"40 - 44세",2010,11627,6029,5598,107.70
'31180," 하남시",'50,"45 - 49세",2010,11946,5875,6071,96.80
'31180," 하남시",'55,"50 - 54세",2010,12291,6094,6197,98.30
'31180," 하남시",'60,"55 - 59세",2010,8895,4516,4379,103.10
'31180," 하남시",'65,"60 - 64세",2010,6577,3323,3254,102.10
'31180," 하남시",'70,"65 - 69세",2010,4952,2433,2519,96.60
'31180," 하남시",'75,"70 - 74세",2010,3636,1716,1920,89.40
'31180," 하남시",'80,"75 - 79세",2010,2271,811,1460,55.50
'31180," 하남시",'85,"80 - 84세",2010,1362,393,969,40.60
'31180," 하남시",'90,"85세이상",2010,978,243,735,33.10
'31180," 하남시",'96,"15세미만",2010,22044,11464,10580,108.40
'31180," 하남시",'97,"15 - 64세",2010,102326,52305,50021,104.60
'31180," 하남시",'98,"65세이상",2010,13199,5596,7603,73.60
'31180," 하남시",'99,"평균연령",2010,38.0,37.0,38.9,
'31180," 하남시",'9A,"연령중위수",2010,38.4,37.5,39.2,
'31190," 용인시",'00,"계",2010,847138,419471,427667,98.10
'31190," 용인시",'05,"0 - 4세",2010,53328,27438,25890,106.00
'31190," 용인시",'10,"5 - 9세",2010,56659,29263,27396,106.80
'31190," 용인시",'15,"10 - 14세",2010,63797,32748,31049,105.50
'31190," 용인시",'20,"15 - 19세",2010,58267,30008,28259,106.20
'31190," 용인시",'25,"20 - 24세",2010,48276,24362,23914,101.90
'31190," 용인시",'30,"25 - 29세",2010,54086,27536,26550,103.70
'31190," 용인시",'35,"30 - 34세",2010,71317,33176,38141,87.00
'31190," 용인시",'40,"35 - 39세",2010,92569,44907,47662,94.20
'31190," 용인시",'45,"40 - 44세",2010,84309,42939,41370,103.80
'31190," 용인시",'50,"45 - 49세",2010,65864,34970,30894,113.20
'31190," 용인시",'55,"50 - 54세",2010,50954,25715,25239,101.90
'31190," 용인시",'60,"55 - 59세",2010,38176,17813,20363,87.50
'31190," 용인시",'65,"60 - 64세",2010,33548,15194,18354,82.80
'31190," 용인시",'70,"65 - 69세",2010,28378,13524,14854,91.00
'31190," 용인시",'75,"70 - 74세",2010,21475,10169,11306,89.90
'31190," 용인시",'80,"75 - 79세",2010,13391,5794,7597,76.30
'31190," 용인시",'85,"80 - 84세",2010,7480,2541,4939,51.40
'31190," 용인시",'90,"85세이상",2010,5264,1374,3890,35.30
'31190," 용인시",'96,"15세미만",2010,173784,89449,84335,106.10
'31190," 용인시",'97,"15 - 64세",2010,597366,296620,300746,98.60
'31190," 용인시",'98,"65세이상",2010,75988,33402,42586,78.40
'31190," 용인시",'99,"평균연령",2010,35.4,34.6,36.2,
'31190," 용인시",'9A,"연령중위수",2010,36.1,35.7,36.4,
'31191," 용인시 처인구",'00,"계",2010,195580,99072,96508,102.70
'31191," 용인시 처인구",'05,"0 - 4세",2010,10069,5182,4887,106.00
'31191," 용인시 처인구",'10,"5 - 9세",2010,11026,5810,5216,111.40
'31191," 용인시 처인구",'15,"10 - 14세",2010,13950,7316,6634,110.30
'31191," 용인시 처인구",'20,"15 - 19세",2010,16447,8868,7579,117.00
'31191," 용인시 처인구",'25,"20 - 24세",2010,13828,7432,6396,116.20
'31191," 용인시 처인구",'30,"25 - 29세",2010,13554,7212,6342,113.70
'31191," 용인시 처인구",'35,"30 - 34세",2010,14970,7644,7326,104.30
'31191," 용인시 처인구",'40,"35 - 39세",2010,17652,8986,8666,103.70
'31191," 용인시 처인구",'45,"40 - 44세",2010,17320,8913,8407,106.00
'31191," 용인시 처인구",'50,"45 - 49세",2010,16024,8314,7710,107.80
'31191," 용인시 처인구",'55,"50 - 54세",2010,13492,6964,6528,106.70
'31191," 용인시 처인구",'60,"55 - 59세",2010,9592,4698,4894,96.00
'31191," 용인시 처인구",'65,"60 - 64세",2010,7431,3498,3933,88.90
'31191," 용인시 처인구",'70,"65 - 69세",2010,6420,2964,3456,85.80
'31191," 용인시 처인구",'75,"70 - 74세",2010,5656,2441,3215,75.90
'31191," 용인시 처인구",'80,"75 - 79세",2010,4164,1691,2473,68.40
'31191," 용인시 처인구",'85,"80 - 84세",2010,2298,705,1593,44.30
'31191," 용인시 처인구",'90,"85세이상",2010,1687,434,1253,34.60
'31191," 용인시 처인구",'96,"15세미만",2010,35045,18308,16737,109.40
'31191," 용인시 처인구",'97,"15 - 64세",2010,140310,72529,67781,107.00
'31191," 용인시 처인구",'98,"65세이상",2010,20225,8235,11990,68.70
'31191," 용인시 처인구",'99,"평균연령",2010,36.4,35.2,37.7,
'31191," 용인시 처인구",'9A,"연령중위수",2010,36.2,35.0,37.3,
'31192," 용인시 기흥구",'00,"계",2010,354643,174530,180113,96.90
'31192," 용인시 기흥구",'05,"0 - 4세",2010,25033,12895,12138,106.20
'31192," 용인시 기흥구",'10,"5 - 9세",2010,25292,13008,12284,105.90
'31192," 용인시 기흥구",'15,"10 - 14세",2010,25944,13059,12885,101.40
'31192," 용인시 기흥구",'20,"15 - 19세",2010,21899,10968,10931,100.30
'31192," 용인시 기흥구",'25,"20 - 24세",2010,20326,9711,10615,91.50
'31192," 용인시 기흥구",'30,"25 - 29세",2010,24031,12270,11761,104.30
'31192," 용인시 기흥구",'35,"30 - 34세",2010,32344,14815,17529,84.50
'31192," 용인시 기흥구",'40,"35 - 39세",2010,41629,20276,21353,95.00
'31192," 용인시 기흥구",'45,"40 - 44세",2010,35274,18263,17011,107.40
'31192," 용인시 기흥구",'50,"45 - 49세",2010,25433,13509,11924,113.30
'31192," 용인시 기흥구",'55,"50 - 54세",2010,19980,9889,10091,98.00
'31192," 용인시 기흥구",'60,"55 - 59세",2010,15174,7011,8163,85.90
'31192," 용인시 기흥구",'65,"60 - 64세",2010,13411,6040,7371,81.90
'31192," 용인시 기흥구",'70,"65 - 69세",2010,11151,5294,5857,90.40
'31192," 용인시 기흥구",'75,"70 - 74세",2010,8116,3890,4226,92.00
'31192," 용인시 기흥구",'80,"75 - 79세",2010,4840,2070,2770,74.70
'31192," 용인시 기흥구",'85,"80 - 84세",2010,2816,1024,1792,57.10
'31192," 용인시 기흥구",'90,"85세이상",2010,1950,538,1412,38.10
'31192," 용인시 기흥구",'96,"15세미만",2010,76269,38962,37307,104.40
'31192," 용인시 기흥구",'97,"15 - 64세",2010,249501,122752,126749,96.80
'31192," 용인시 기흥구",'98,"65세이상",2010,28873,12816,16057,79.80
'31192," 용인시 기흥구",'99,"평균연령",2010,34.6,34.0,35.2,
'31192," 용인시 기흥구",'9A,"연령중위수",2010,35.3,35.1,35.5,
'31193," 용인시 수지구",'00,"계",2010,296915,145869,151046,96.60
'31193," 용인시 수지구",'05,"0 - 4세",2010,18226,9361,8865,105.60
'31193," 용인시 수지구",'10,"5 - 9세",2010,20341,10445,9896,105.50
'31193," 용인시 수지구",'15,"10 - 14세",2010,23903,12373,11530,107.30
'31193," 용인시 수지구",'20,"15 - 19세",2010,19921,10172,9749,104.30
'31193," 용인시 수지구",'25,"20 - 24세",2010,14122,7219,6903,104.60
'31193," 용인시 수지구",'30,"25 - 29세",2010,16501,8054,8447,95.30
'31193," 용인시 수지구",'35,"30 - 34세",2010,24003,10717,13286,80.70
'31193," 용인시 수지구",'40,"35 - 39세",2010,33288,15645,17643,88.70
'31193," 용인시 수지구",'45,"40 - 44세",2010,31715,15763,15952,98.80
'31193," 용인시 수지구",'50,"45 - 49세",2010,24407,13147,11260,116.80
'31193," 용인시 수지구",'55,"50 - 54세",2010,17482,8862,8620,102.80
'31193," 용인시 수지구",'60,"55 - 59세",2010,13410,6104,7306,83.50
'31193," 용인시 수지구",'65,"60 - 64세",2010,12706,5656,7050,80.20
'31193," 용인시 수지구",'70,"65 - 69세",2010,10807,5266,5541,95.00
'31193," 용인시 수지구",'75,"70 - 74세",2010,7703,3838,3865,99.30
'31193," 용인시 수지구",'80,"75 - 79세",2010,4387,2033,2354,86.40
'31193," 용인시 수지구",'85,"80 - 84세",2010,2366,812,1554,52.30
'31193," 용인시 수지구",'90,"85세이상",2010,1627,402,1225,32.80
'31193," 용인시 수지구",'96,"15세미만",2010,62470,32179,30291,106.20
'31193," 용인시 수지구",'97,"15 - 64세",2010,207555,101339,106216,95.40
'31193," 용인시 수지구",'98,"65세이상",2010,26890,12351,14539,85.00
'31193," 용인시 수지구",'99,"평균연령",2010,35.7,35.0,36.3,
'31193," 용인시 수지구",'9A,"연령중위수",2010,36.9,36.7,37.1,
'31200," 파주시",'00,"계",2010,323955,163570,160385,102.00
'31200," 파주시",'05,"0 - 4세",2010,19563,10012,9551,104.80
'31200," 파주시",'10,"5 - 9세",2010,19899,10371,9528,108.80
'31200," 파주시",'15,"10 - 14세",2010,22725,11778,10947,107.60
'31200," 파주시",'20,"15 - 19세",2010,20743,10013,10730,93.30
'31200," 파주시",'25,"20 - 24세",2010,19029,10396,8633,120.40
'31200," 파주시",'30,"25 - 29세",2010,23824,13643,10181,134.00
'31200," 파주시",'35,"30 - 34세",2010,25567,12907,12660,102.00
'31200," 파주시",'40,"35 - 39세",2010,31673,15841,15832,100.10
'31200," 파주시",'45,"40 - 44세",2010,29397,15557,13840,112.40
'31200," 파주시",'50,"45 - 49세",2010,25825,13610,12215,111.40
'31200," 파주시",'55,"50 - 54세",2010,21769,11182,10587,105.60
'31200," 파주시",'60,"55 - 59세",2010,15031,7422,7609,97.50
'31200," 파주시",'65,"60 - 64세",2010,12614,5979,6635,90.10
'31200," 파주시",'70,"65 - 69세",2010,11843,5163,6680,77.30
'31200," 파주시",'75,"70 - 74세",2010,10924,4702,6222,75.60
'31200," 파주시",'80,"75 - 79세",2010,7224,3004,4220,71.20
'31200," 파주시",'85,"80 - 84세",2010,3768,1256,2512,50.00
'31200," 파주시",'90,"85세이상",2010,2537,734,1803,40.70
'31200," 파주시",'96,"15세미만",2010,62187,32161,30026,107.10
'31200," 파주시",'97,"15 - 64세",2010,225472,116550,108922,107.00
'31200," 파주시",'98,"65세이상",2010,36296,14859,21437,69.30
'31200," 파주시",'99,"평균연령",2010,36.7,35.6,37.9,
'31200," 파주시",'9A,"연령중위수",2010,36.9,36.0,37.6,
'31210," 이천시",'00,"계",2010,192918,95643,97275,98.30
'31210," 이천시",'05,"0 - 4세",2010,11096,5754,5342,107.70
'31210," 이천시",'10,"5 - 9세",2010,11438,5959,5479,108.80
'31210," 이천시",'15,"10 - 14세",2010,13754,7123,6631,107.40
'31210," 이천시",'20,"15 - 19세",2010,13614,6756,6858,98.50
'31210," 이천시",'25,"20 - 24세",2010,12323,5601,6722,83.30
'31210," 이천시",'30,"25 - 29세",2010,15213,7716,7497,102.90
'31210," 이천시",'35,"30 - 34세",2010,16210,7986,8224,97.10
'31210," 이천시",'40,"35 - 39세",2010,16710,8544,8166,104.60
'31210," 이천시",'45,"40 - 44세",2010,16506,8495,8011,106.00
'31210," 이천시",'50,"45 - 49세",2010,15721,8215,7506,109.40
'31210," 이천시",'55,"50 - 54세",2010,13686,7138,6548,109.00
'31210," 이천시",'60,"55 - 59세",2010,9414,4788,4626,103.50
'31210," 이천시",'65,"60 - 64세",2010,6747,3320,3427,96.90
'31210," 이천시",'70,"65 - 69세",2010,6181,2771,3410,81.30
'31210," 이천시",'75,"70 - 74세",2010,6057,2632,3425,76.80
'31210," 이천시",'80,"75 - 79세",2010,4417,1721,2696,63.80
'31210," 이천시",'85,"80 - 84세",2010,2337,736,1601,46.00
'31210," 이천시",'90,"85세이상",2010,1494,388,1106,35.10
'31210," 이천시",'96,"15세미만",2010,36288,18836,17452,107.90
'31210," 이천시",'97,"15 - 64세",2010,136144,68559,67585,101.40
'31210," 이천시",'98,"65세이상",2010,20486,8248,12238,67.40
'31210," 이천시",'99,"평균연령",2010,36.4,35.5,37.3,
'31210," 이천시",'9A,"연령중위수",2010,35.9,35.6,36.2,
'31220," 안성시",'00,"계",2010,175824,89313,86511,103.20
'31220," 안성시",'05,"0 - 4세",2010,9422,4849,4573,106.00
'31220," 안성시",'10,"5 - 9세",2010,9399,4843,4556,106.30
'31220," 안성시",'15,"10 - 14세",2010,10841,5626,5215,107.90
'31220," 안성시",'20,"15 - 19세",2010,12608,6396,6212,103.00
'31220," 안성시",'25,"20 - 24세",2010,12586,6691,5895,113.50
'31220," 안성시",'30,"25 - 29세",2010,13391,7381,6010,122.80
'31220," 안성시",'35,"30 - 34세",2010,14327,7552,6775,111.50
'31220," 안성시",'40,"35 - 39세",2010,15311,8116,7195,112.80
'31220," 안성시",'45,"40 - 44세",2010,13972,7471,6501,114.90
'31220," 안성시",'50,"45 - 49세",2010,13205,6998,6207,112.70
'31220," 안성시",'55,"50 - 54세",2010,12155,6267,5888,106.40
'31220," 안성시",'60,"55 - 59세",2010,9172,4676,4496,104.00
'31220," 안성시",'65,"60 - 64세",2010,7014,3407,3607,94.50
'31220," 안성시",'70,"65 - 69세",2010,6486,2936,3550,82.70
'31220," 안성시",'75,"70 - 74세",2010,6432,2812,3620,77.70
'31220," 안성시",'80,"75 - 79세",2010,5025,1944,3081,63.10
'31220," 안성시",'85,"80 - 84세",2010,2631,809,1822,44.40
'31220," 안성시",'90,"85세이상",2010,1847,539,1308,41.20
'31220," 안성시",'96,"15세미만",2010,29662,15318,14344,106.80
'31220," 안성시",'97,"15 - 64세",2010,123741,64955,58786,110.50
'31220," 안성시",'98,"65세이상",2010,22421,9040,13381,67.60
'31220," 안성시",'99,"평균연령",2010,37.8,36.5,39.1,
'31220," 안성시",'9A,"연령중위수",2010,36.8,35.8,37.8,
'31230," 김포시",'00,"계",2010,217280,109124,108156,100.90
'31230," 김포시",'05,"0 - 4세",2010,11380,5898,5482,107.60
'31230," 김포시",'10,"5 - 9세",2010,12929,6746,6183,109.10
'31230," 김포시",'15,"10 - 14세",2010,16471,8578,7893,108.70
'31230," 김포시",'20,"15 - 19세",2010,15558,7963,7595,104.80
'31230," 김포시",'25,"20 - 24세",2010,11035,5914,5121,115.50
'31230," 김포시",'30,"25 - 29세",2010,12894,6686,6208,107.70
'31230," 김포시",'35,"30 - 34세",2010,15674,7880,7794,101.10
'31230," 김포시",'40,"35 - 39세",2010,20325,9998,10327,96.80
'31230," 김포시",'45,"40 - 44세",2010,21568,10923,10645,102.60
'31230," 김포시",'50,"45 - 49세",2010,19842,10592,9250,114.50
'31230," 김포시",'55,"50 - 54세",2010,16146,8405,7741,108.60
'31230," 김포시",'60,"55 - 59세",2010,11082,5485,5597,98.00
'31230," 김포시",'65,"60 - 64세",2010,9233,4526,4707,96.20
'31230," 김포시",'70,"65 - 69세",2010,7943,3574,4369,81.80
'31230," 김포시",'75,"70 - 74세",2010,6558,2945,3613,81.50
'31230," 김포시",'80,"75 - 79세",2010,4555,1810,2745,65.90
'31230," 김포시",'85,"80 - 84세",2010,2465,773,1692,45.70
'31230," 김포시",'90,"85세이상",2010,1622,428,1194,35.80
'31230," 김포시",'96,"15세미만",2010,40780,21222,19558,108.50
'31230," 김포시",'97,"15 - 64세",2010,153357,78372,74985,104.50
'31230," 김포시",'98,"65세이상",2010,23143,9530,13613,70.00
'31230," 김포시",'99,"평균연령",2010,37.3,36.3,38.3,
'31230," 김포시",'9A,"연령중위수",2010,38.3,37.7,38.9,
'31240," 화성시",'00,"계",2010,474160,242708,231452,104.90
'31240," 화성시",'05,"0 - 4세",2010,39708,20325,19383,104.90
'31240," 화성시",'10,"5 - 9세",2010,35725,18377,17348,105.90
'31240," 화성시",'15,"10 - 14세",2010,34323,17667,16656,106.10
'31240," 화성시",'20,"15 - 19세",2010,25958,13794,12164,113.40
'31240," 화성시",'25,"20 - 24세",2010,21959,11707,10252,114.20
'31240," 화성시",'30,"25 - 29세",2010,35908,18587,17321,107.30
'31240," 화성시",'35,"30 - 34세",2010,51950,26384,25566,103.20
'31240," 화성시",'40,"35 - 39세",2010,55213,28889,26324,109.70
'31240," 화성시",'45,"40 - 44세",2010,43914,24140,19774,122.10
'31240," 화성시",'50,"45 - 49세",2010,33598,18287,15311,119.40
'31240," 화성시",'55,"50 - 54세",2010,26820,13810,13010,106.10
'31240," 화성시",'60,"55 - 59세",2010,18366,9144,9222,99.20
'31240," 화성시",'65,"60 - 64세",2010,14451,7019,7432,94.40
'31240," 화성시",'70,"65 - 69세",2010,11704,5334,6370,83.70
'31240," 화성시",'75,"70 - 74세",2010,10489,4539,5950,76.30
'31240," 화성시",'80,"75 - 79세",2010,7384,2845,4539,62.70
'31240," 화성시",'85,"80 - 84세",2010,4009,1205,2804,43.00
'31240," 화성시",'90,"85세이상",2010,2681,655,2026,32.30
'31240," 화성시",'96,"15세미만",2010,109756,56369,53387,105.60
'31240," 화성시",'97,"15 - 64세",2010,328137,171761,156376,109.80
'31240," 화성시",'98,"65세이상",2010,36267,14578,21689,67.20
'31240," 화성시",'99,"평균연령",2010,33.7,33.0,34.5,
'31240," 화성시",'9A,"연령중위수",2010,34.2,34.0,34.4,
'31250," 광주시",'00,"계",2010,224269,113572,110697,102.60
'31250," 광주시",'05,"0 - 4세",2010,13107,6667,6440,103.50
'31250," 광주시",'10,"5 - 9세",2010,13454,6969,6485,107.50
'31250," 광주시",'15,"10 - 14세",2010,15190,7897,7293,108.30
'31250," 광주시",'20,"15 - 19세",2010,15496,8074,7422,108.80
'31250," 광주시",'25,"20 - 24세",2010,11625,6365,5260,121.00
'31250," 광주시",'30,"25 - 29세",2010,15260,7803,7457,104.60
'31250," 광주시",'35,"30 - 34세",2010,18783,9417,9366,100.50
'31250," 광주시",'40,"35 - 39세",2010,21988,11264,10724,105.00
'31250," 광주시",'45,"40 - 44세",2010,20681,10842,9839,110.20
'31250," 광주시",'50,"45 - 49세",2010,18335,9505,8830,107.60
'31250," 광주시",'55,"50 - 54세",2010,17173,8658,8515,101.70
'31250," 광주시",'60,"55 - 59세",2010,12591,6303,6288,100.20
'31250," 광주시",'65,"60 - 64세",2010,9784,4789,4995,95.90
'31250," 광주시",'70,"65 - 69세",2010,7601,3766,3835,98.20
'31250," 광주시",'75,"70 - 74세",2010,5886,2728,3158,86.40
'31250," 광주시",'80,"75 - 79세",2010,3798,1499,2299,65.20
'31250," 광주시",'85,"80 - 84세",2010,2151,678,1473,46.00
'31250," 광주시",'90,"85세이상",2010,1366,348,1018,34.20
'31250," 광주시",'96,"15세미만",2010,41751,21533,20218,106.50
'31250," 광주시",'97,"15 - 64세",2010,161716,83020,78696,105.50
'31250," 광주시",'98,"65세이상",2010,20802,9019,11783,76.50
'31250," 광주시",'99,"평균연령",2010,36.7,35.9,37.5,
'31250," 광주시",'9A,"연령중위수",2010,37.2,36.8,37.7,
'31260," 양주시",'00,"계",2010,183673,92489,91184,101.40
